run_id,cell_id,trial_id,repeat_index,prompt_id,prompt_label,baseline_id,baseline_label,session_id,round_id,round_index,candidate_id,candidate_index,sampler_role,seed,render_status,image_path,carried_forward,selected,z,generation_params,entropy,channel_stddev,brightness_mean,edge_mean,passed_checks,failed_checks
product_hero_shot__stablesteering_default__r1,product_hero_shot__stablesteering_default,r1,0,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1542e8b9b1f2,rnd_ff47e8b1b0ad,1,cand_a8eb828b3744,2,refine,3623208645,succeeded,/artifacts/cand_a8eb828b3744.png,False,True,"[0.04451616209727059, -0.610488477757102, -0.30584373592916386, 0.17334626423180285, -0.14189013957183785]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.25, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.0, -0.8331, -0.4582, 0.2499, -0.1833], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 173084863, ""seed_group"": ""candidate:2"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.649,56.025,109.276,30.735,5,[]
product_hero_shot__stablesteering_default__r1,product_hero_shot__stablesteering_default,r1,0,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1542e8b9b1f2,rnd_ff47e8b1b0ad,1,cand_70dacb4314e2,3,orthogonal,3966462902,succeeded,/artifacts/cand_70dacb4314e2.png,False,False,"[0.13742224333770614, 0.06410879414458899, 0.60182945501744, 0.3218352261972824, -0.1721295552812307]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.35, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.1833, 0.0, 0.8331, 0.4582, -0.2499], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 173084863, ""seed_group"": ""candidate:3"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.275,48.072,97.352,24.488,5,[]
product_hero_shot__stablesteering_default__r1,product_hero_shot__stablesteering_default,r1,0,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1542e8b9b1f2,rnd_ff47e8b1b0ad,1,cand_fc8f81de2dda,4,mirror,1998702710,succeeded,/artifacts/cand_fc8f81de2dda.png,False,False,"[-0.21860881641154398, -0.16367437836405307, 0.0481549679183833, -0.5847828880765154, 0.3154852708637185]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.45, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [-0.2499, -0.1833, 0.0, -0.8331, 0.4582], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 173084863, ""seed_group"": ""candidate:4"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.265,74.848,116.304,21.169,5,[]
product_hero_shot__stablesteering_default__r1,product_hero_shot__stablesteering_default,r1,0,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1542e8b9b1f2,rnd_d354dd08e79a,2,cand_80db6b9a77cb,0,incumbent,3623208645,succeeded,/artifacts/cand_a8eb828b3744.png,True,False,"[0.04451616209727059, -0.610488477757102, -0.30584373592916386, 0.17334626423180285, -0.14189013957183785]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""carried_forward"": true, ""carried_forward_candidate_id"": ""cand_a8eb828b3744"", ""carried_forward_round_id"": ""rnd_ff47e8b1b0ad"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.25, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.0, -0.8331, -0.4582, 0.2499, -0.1833], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 173084863, ""seed_group"": ""carried_forward"", ""seed_policy"": ""fixed-per-candidate"", ""seed_preserved"": true, ""steering_mode"": ""low_dimensional""}",7.649,56.025,109.276,30.735,5,[]
product_hero_shot__stablesteering_default__r1,product_hero_shot__stablesteering_default,r1,0,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1542e8b9b1f2,rnd_d354dd08e79a,2,cand_0fb8bfd6e0f8,1,exploit,3812233998,succeeded,/artifacts/cand_0fb8bfd6e0f8.png,False,False,"[0.20816417547759652, -0.2940004361874162, -0.14822006389468026, 0.1073166326217258, -0.07149967035549533]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 2812169848, ""seed_group"": ""candidate:1"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.674,64.908,112.829,21.941,5,[]
product_hero_shot__stablesteering_default__r1,product_hero_shot__stablesteering_default,r1,0,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1542e8b9b1f2,rnd_d354dd08e79a,2,cand_729755e37205,2,refine,770786778,succeeded,/artifacts/cand_729755e37205.png,False,False,"[0.20042849122416545, -0.35930705564710186, -0.10858096677301651, 0.08268197056106279, -0.14940852912482164]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 2812169848, ""seed_group"": ""candidate:2"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.664,60.914,107.733,17.76,5,[]
product_hero_shot__stablesteering_default__r1,product_hero_shot__stablesteering_default,r1,0,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1542e8b9b1f2,rnd_d354dd08e79a,2,cand_58797d64f1c2,3,orthogonal,2420747252,succeeded,/artifacts/cand_58797d64f1c2.png,False,False,"[0.028581170874419477, -0.112838175329448, -0.08794873717521594, 0.09761434037521376, -0.098051951182667]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 2812169848, ""seed_group"": ""candidate:3"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.726,64.766,106.867,31.157,5,[]
product_hero_shot__stablesteering_default__r1,product_hero_shot__stablesteering_default,r1,0,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1542e8b9b1f2,rnd_d354dd08e79a,2,cand_d8af32d46f24,4,mirror,3649971420,succeeded,/artifacts/cand_d8af32d46f24.png,False,False,"[-0.146464728035436, -0.37719583584704414, -0.014814931269243874, 0.10621605872891393, -0.04377157812665209]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 2812169848, ""seed_group"": ""candidate:4"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.79,64.828,120.031,40.1,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_dfb30ba73bdc,1,cand_33edca5d6626,0,baseline_prompt,967946855,succeeded,/artifacts/cand_33edca5d6626.png,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""baseline_prompt"": true, ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3305538390, ""seed_group"": ""candidate:0"", ""seed_policy"": ""fixed-per-candidate"", ""steering_applied"": false, ""steering_mode"": ""low_dimensional""}",7.821,81.876,109.584,37.657,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_dfb30ba73bdc,1,cand_600169f66262,1,exploit,584713673,succeeded,/artifacts/cand_600169f66262.png,False,False,"[0.18450050151949962, 0.022290427133740263, -0.023865360816675608, 0.04223352509145299, -0.01287344975863218]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 0.6, ""first_round_role_behavior"": ""keep_exploit_close"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3305538390, ""seed_group"": ""candidate:1"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.827,69.441,126.04,23.567,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_dfb30ba73bdc,1,cand_eaec6b45537c,2,refine,1062792081,succeeded,/artifacts/cand_eaec6b45537c.png,False,True,"[0.05704808809463284, -0.6137834386250782, -0.29307090448126993, 0.17165600299148412, -0.15185212444295865]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.25, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.0, -0.8331, -0.4582, 0.2499, -0.1833], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3305538390, ""seed_group"": ""candidate:2"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.375,55.216,118.46,25.422,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_dfb30ba73bdc,1,cand_31ca41b02041,3,orthogonal,4142007830,succeeded,/artifacts/cand_31ca41b02041.png,False,False,"[0.1343061704287338, 0.05289379121307283, 0.6077283637109995, 0.31279649726571485, -0.17432351153911102]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.35, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.1833, 0.0, 0.8331, 0.4582, -0.2499], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3305538390, ""seed_group"": ""candidate:3"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.422,53.371,100.492,31.211,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_dfb30ba73bdc,1,cand_f511934bfb95,4,mirror,311323683,succeeded,/artifacts/cand_f511934bfb95.png,False,False,"[-0.22345334824117338, -0.1628505679389632, 0.03820941489237603, -0.5789097731554637, 0.32457943379154186]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.45, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [-0.2499, -0.1833, 0.0, -0.8331, 0.4582], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3305538390, ""seed_group"": ""candidate:4"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.443,58.329,112.807,29.641,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_3c318277e961,2,cand_d4474e3d152d,0,incumbent,1062792081,succeeded,/artifacts/cand_eaec6b45537c.png,True,False,"[0.05704808809463284, -0.6137834386250782, -0.29307090448126993, 0.17165600299148412, -0.15185212444295865]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""carried_forward"": true, ""carried_forward_candidate_id"": ""cand_eaec6b45537c"", ""carried_forward_round_id"": ""rnd_dfb30ba73bdc"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.25, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.0, -0.8331, -0.4582, 0.2499, -0.1833], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3305538390, ""seed_group"": ""carried_forward"", ""seed_policy"": ""fixed-per-candidate"", ""seed_preserved"": true, ""steering_mode"": ""low_dimensional""}",7.375,55.216,118.46,25.422,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_3c318277e961,2,cand_cd0cd3fec661,1,exploit,2035118567,succeeded,/artifacts/cand_cd0cd3fec661.png,False,False,"[0.22483341834186427, -0.2631930589928064, -0.18224744551223515, 0.16498371972111148, -0.04920135575903814]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 2505382375, ""seed_group"": ""candidate:1"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.118,47.354,96.163,22.777,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_3c318277e961,2,cand_794f39a2b643,2,refine,1150768366,succeeded,/artifacts/cand_794f39a2b643.png,False,False,"[0.16781155356007443, -0.36803561808814167, -0.07961066385416182, 0.061335654590554595, -0.10018690939860314]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 2505382375, ""seed_group"": ""candidate:2"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.324,62.271,119.863,25.386,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_3c318277e961,2,cand_861fa84f9810,3,orthogonal,1568589191,succeeded,/artifacts/cand_861fa84f9810.png,False,False,"[0.07645792675311583, -0.1001612203770109, -0.06378872651346468, 0.05720670550765241, -0.08156222749120506]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 2505382375, ""seed_group"": ""candidate:3"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.714,64.973,106.305,25.786,5,[]
product_hero_shot__stablesteering_default__r2,product_hero_shot__stablesteering_default,r2,1,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_35940cd07272,rnd_3c318277e961,2,cand_fe96bd01a1c8,4,mirror,2371042213,succeeded,/artifacts/cand_fe96bd01a1c8.png,False,False,"[-0.09240627484544255, -0.42313944751907523, -0.025459242665087305, 0.0693136375285181, -0.07869898497075148]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 2505382375, ""seed_group"": ""candidate:4"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.454,75.152,116.874,31.224,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_2b1848e8e9aa,1,cand_2ac5b93ef043,0,baseline_prompt,3923738248,succeeded,/artifacts/cand_2ac5b93ef043.png,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""baseline_prompt"": true, ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3700367315, ""seed_group"": ""candidate:0"", ""seed_policy"": ""fixed-per-candidate"", ""steering_applied"": false, ""steering_mode"": ""low_dimensional""}",7.442,65.582,125.269,24.45,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_2b1848e8e9aa,1,cand_15a4cfe613b7,1,exploit,1314918077,succeeded,/artifacts/cand_15a4cfe613b7.png,False,False,"[0.15040747885094757, 0.06118412638876486, -0.013654073619245945, 0.06965629102730596, -0.00905094472117787]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 0.6, ""first_round_role_behavior"": ""keep_exploit_close"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3700367315, ""seed_group"": ""candidate:1"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.574,58.153,96.953,34.153,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_2b1848e8e9aa,1,cand_8fb0bc4fcf4f,2,refine,1491706104,succeeded,/artifacts/cand_8fb0bc4fcf4f.png,False,True,"[0.05705476220600017, -0.6099831828696017, -0.2992239134636605, 0.1761381983014289, -0.1500188502705741]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.25, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.0, -0.8331, -0.4582, 0.2499, -0.1833], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3700367315, ""seed_group"": ""candidate:2"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.701,61.7,110.702,24.058,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_2b1848e8e9aa,1,cand_76c512ce040c,3,orthogonal,2347525370,succeeded,/artifacts/cand_76c512ce040c.png,False,False,"[0.1264769798375439, 0.060294904337149104, 0.6042806483593242, 0.3214504567683647, -0.1740189643228347]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.35, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.1833, 0.0, 0.8331, 0.4582, -0.2499], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3700367315, ""seed_group"": ""candidate:3"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.476,57.176,124.782,32.635,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_2b1848e8e9aa,1,cand_425af6dc3690,4,mirror,437041036,succeeded,/artifacts/cand_425af6dc3690.png,False,False,"[-0.21935043912295532, -0.15300282563230527, 0.03329984040059038, -0.586900693395726, 0.3182989427032523]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.45, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [-0.2499, -0.1833, 0.0, -0.8331, 0.4582], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3700367315, ""seed_group"": ""candidate:4"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.572,60.688,91.55,23.247,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_26fcfcef0990,2,cand_f7edbceb4c7d,0,incumbent,1491706104,succeeded,/artifacts/cand_8fb0bc4fcf4f.png,True,False,"[0.05705476220600017, -0.6099831828696017, -0.2992239134636605, 0.1761381983014289, -0.1500188502705741]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""carried_forward"": true, ""carried_forward_candidate_id"": ""cand_8fb0bc4fcf4f"", ""carried_forward_round_id"": ""rnd_2b1848e8e9aa"", ""first_round_diversity_boost"": true, ""first_round_diversity_scale"": 1.25, ""first_round_min_radius"": 0.522, ""first_round_spread_direction"": [0.0, -0.8331, -0.4582, 0.2499, -0.1833], ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3700367315, ""seed_group"": ""carried_forward"", ""seed_policy"": ""fixed-per-candidate"", ""seed_preserved"": true, ""steering_mode"": ""low_dimensional""}",7.701,61.7,110.702,24.058,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_26fcfcef0990,2,cand_9a151af8e198,1,exploit,2543668642,succeeded,/artifacts/cand_9a151af8e198.png,False,False,"[0.22443309065868972, -0.2583004182133095, -0.16286827555723468, 0.11386230194684872, -0.05363117888311473]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3091209112, ""seed_group"": ""candidate:1"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.684,81.942,114.168,26.68,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_26fcfcef0990,2,cand_a5ef2f00e658,2,refine,1792495432,succeeded,/artifacts/cand_a5ef2f00e658.png,False,False,"[0.20125688035807354, -0.3668931463672266, -0.0818555171634136, 0.09817926595182333, -0.12778661400194832]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3091209112, ""seed_group"": ""candidate:2"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.458,62.308,106.761,26.64,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_26fcfcef0990,2,cand_9d8223d9e291,3,orthogonal,3138154530,succeeded,/artifacts/cand_9d8223d9e291.png,False,False,"[0.06755478957723031, -0.14039825546817158, -0.09224834992038178, 0.11263278624713072, -0.05788394644333051]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3091209112, ""seed_group"": ""candidate:3"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.645,60.845,124.022,30.865,5,[]
product_hero_shot__stablesteering_default__r3,product_hero_shot__stablesteering_default,r3,2,product_hero_shot,Product hero shot,stablesteering_default,StableSteering default steering loop,ses_1a82ec81fdbd,rnd_26fcfcef0990,2,cand_143e31203c22,4,mirror,2926438504,succeeded,/artifacts/cand_143e31203c22.png,False,False,"[-0.13125488763880508, -0.38894648982259805, -0.012130570270449746, 0.08189213874479326, -0.0497111138566244]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 3091209112, ""seed_group"": ""candidate:4"", ""seed_policy"": ""fixed-per-candidate"", ""steering_mode"": ""low_dimensional""}",7.737,61.77,107.337,28.424,5,[]
portrait_character__prompt_only_manual__r1,portrait_character__prompt_only_manual,r1,0,portrait_character,Portrait / character,prompt_only_manual,Prompt-only manual iteration,ses_7f6203d0d01b,rnd_f3c2171f6191,1,cand_c31f3c585dfb,0,baseline_prompt,489931664,succeeded,/artifacts/cand_c31f3c585dfb.png,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""baseline_prompt"": true, ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 489931664, ""seed_group"": ""round_shared"", ""seed_policy"": ""fixed-per-round"", ""steering_applied"": false, ""steering_mode"": ""low_dimensional""}",7.719,69.977,114.096,19.038,5,[]
portrait_character__prompt_only_manual__r2,portrait_character__prompt_only_manual,r2,1,portrait_character,Portrait / character,prompt_only_manual,Prompt-only manual iteration,ses_388ad2c1b2eb,rnd_338f61d52ace,1,cand_91cbaa2488c3,0,baseline_prompt,1693217826,succeeded,/artifacts/cand_91cbaa2488c3.png,False,True,"[0.0, 0.0, 0.0, 0.0, 0.0]","{""anchor_strength"": 0.7, ""backend"": ""diffusers"", ""baseline_prompt"": true, ""guidance_scale"": 7.0, ""image_size"": ""512x512"", ""model_source"": ""models\\runwayml--stable-diffusion-v1-5"", ""num_inference_steps"": 20, ""round_seed"": 1693217826, ""seed_group"": ""round_shared"", ""seed_policy"": ""fixed-per-round"", ""steering_applied"": false, ""steering_mode"": ""low_dimensional""}",7.798,63.882,111.5,14.97,5,[]
