policy_id,policy_label,oracle_policy,sampler,updater,feedback_mode,target_count,mean_baseline_clip,mean_final_clip,mean_delta_clip,mean_baseline_dinov2,mean_final_dinov2,mean_delta_dinov2,mean_late_improvement_rounds,incumbent_selection_share,mean_incumbent_margin_clip,mean_unique_selected_ratio,plateau_run_share
sampler_upgrade,Two-scale cover sampler,clip_only,two_scale_cover,linear_preference,winner_only,3,0.830119,0.884497,0.054378,0.403229,0.549445,0.146216,1.0,0.666667,0.012864,0.444445,0.666667
full_progress,Full progress-aware policy,clip_margin_mix,two_scale_cover,challenger_mixture_preference,scalar_rating,3,0.831869,0.87642,0.044551,0.493792,0.52153,0.027737,1.0,0.733333,0.013361,0.388889,0.333333
bt_clip,Bradley-Terry cover,clip_only,two_scale_cover,bradley_terry_preference,top_k,3,0.859746,0.878053,0.018306,0.38664,0.631144,0.244504,0.666667,0.8,0.020235,0.333333,0.666667
bt_progress,Bradley-Terry progress-aware,clip_margin_mix,two_scale_cover,bradley_terry_preference,top_k,3,0.819709,0.883022,0.063314,0.376957,0.629935,0.252978,1.333333,0.6,0.013498,0.5,0.333333
