baseline_id,baseline_label,prompt_id,prompt_label,seed_count,mean_rounds_per_run,std_rounds_per_run,mean_feedback_events_per_run,std_feedback_events_per_run,failing_candidate_count
seed_fixed_per_candidate,Seed policy: fixed per candidate,landscape_environment,Landscape / environment,3,2.0,0.0,1.0,0.0,0
seed_fixed_per_round,Seed policy: fixed per round,landscape_environment,Landscape / environment,3,2.0,0.0,1.0,0.0,0
seed_fixed_per_candidate,Seed policy: fixed per candidate,portrait_character,Portrait / character,3,2.0,0.0,1.0,0.0,7
seed_fixed_per_round,Seed policy: fixed per round,portrait_character,Portrait / character,3,2.0,0.0,1.0,0.0,13
seed_fixed_per_candidate,Seed policy: fixed per candidate,product_hero_shot,Product hero shot,3,2.0,0.0,1.0,0.0,0
seed_fixed_per_round,Seed policy: fixed per round,product_hero_shot,Product hero shot,3,2.0,0.0,1.0,0.0,0
