policy_id,policy_label,steering_mode,target_id,target_label,session_id,round_id,round_index,candidate_id,candidate_index,sampler_role,clip_score,dinov2_score,incumbent_novelty,carried_forward,image_path
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_30231cc6cdfa,1,cand_83a0d0ee8a0b,4,shell_counterprobe,0.771974,0.325321,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_83a0d0ee8a0b.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_610324652f3e,2,cand_f44d21b38703,0,incumbent,0.829327,0.459901,0.0,True,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_5fd6af006e4c.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_610324652f3e,2,cand_67f7641a23b5,1,shell_probe,0.728021,0.246769,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_67f7641a23b5.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_610324652f3e,2,cand_9d87d5bbbb20,2,shell_counterprobe,0.781684,0.348471,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_9d87d5bbbb20.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_610324652f3e,2,cand_1a11e83dc018,3,shell_probe,0.751913,0.173627,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_1a11e83dc018.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_610324652f3e,2,cand_c5bc2d81ffed,4,shell_counterprobe,0.769308,0.169191,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_c5bc2d81ffed.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_71a49f6cbcaf,3,cand_ff74eff5f3f5,0,incumbent,0.829327,0.459901,0.0,True,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_5fd6af006e4c.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_71a49f6cbcaf,3,cand_92cff1f31dfb,1,shell_probe,0.841043,0.426978,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_92cff1f31dfb.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_71a49f6cbcaf,3,cand_b30c33b14e6e,2,shell_counterprobe,0.753194,0.330371,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_b30c33b14e6e.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_71a49f6cbcaf,3,cand_a0e5fe4f5a83,3,shell_probe,0.815741,0.325788,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_a0e5fe4f5a83.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_71a49f6cbcaf,3,cand_52b6a29d8b80,4,shell_counterprobe,0.750522,0.21676,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_52b6a29d8b80.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_73c7f2c75254,4,cand_3a449a1c68d6,0,incumbent,0.829327,0.459901,0.0,True,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_5fd6af006e4c.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_73c7f2c75254,4,cand_936ca12e634f,1,shell_probe,0.796501,0.253555,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_936ca12e634f.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_73c7f2c75254,4,cand_7836eceab22b,2,shell_counterprobe,0.827906,0.484583,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_7836eceab22b.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_73c7f2c75254,4,cand_56cc2bc69322,3,shell_probe,0.819843,0.355184,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_56cc2bc69322.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_73c7f2c75254,4,cand_e7214e8f9e40,4,shell_counterprobe,0.838925,0.501198,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_e7214e8f9e40.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_78e7cc7a06df,5,cand_996289a37ebf,0,incumbent,0.838925,0.501198,0.0,True,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_e7214e8f9e40.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_78e7cc7a06df,5,cand_fde8aa09f91b,1,shell_probe,0.828168,0.378646,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_fde8aa09f91b.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_78e7cc7a06df,5,cand_8d15d199efea,2,shell_counterprobe,0.816665,0.464794,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_8d15d199efea.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_78e7cc7a06df,5,cand_3689c6b5ec36,3,shell_probe,0.791233,0.276141,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_3689c6b5ec36.png
content_masked,Content-masked offset,content_masked,mountain_lake,Mountain lake landscape,ses_de4e4709a0a9,rnd_78e7cc7a06df,5,cand_335786c49a5f,4,shell_counterprobe,0.772186,0.30027,0.0,False,paper\results\steering_mode_comparison_smoke\runs\content_masked\mountain_lake\runtime\artifacts\cand_335786c49a5f.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_e3ebb5d1f1a3,1,cand_8bd9fa034785,0,baseline_prompt,0.788584,0.384398,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_8bd9fa034785.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_e3ebb5d1f1a3,1,cand_6848c34259ee,1,shell_probe,0.759949,0.286235,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_6848c34259ee.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_e3ebb5d1f1a3,1,cand_4c5db9299e8d,2,shell_counterprobe,0.792663,0.334246,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_4c5db9299e8d.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_e3ebb5d1f1a3,1,cand_4c0ba09490dc,3,shell_probe,0.791226,0.260511,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_4c0ba09490dc.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_e3ebb5d1f1a3,1,cand_7b440c39f71a,4,shell_counterprobe,0.796442,0.314037,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_7b440c39f71a.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_1ec9a244178d,2,cand_bcd008997b55,0,incumbent,0.788584,0.384398,0.0,True,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_8bd9fa034785.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_1ec9a244178d,2,cand_ff16ce0a25e2,1,shell_probe,0.759701,0.141907,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_ff16ce0a25e2.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_1ec9a244178d,2,cand_635a62e00255,2,shell_counterprobe,0.763953,0.167981,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_635a62e00255.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_1ec9a244178d,2,cand_1fb40ea52920,3,shell_probe,0.806123,0.288425,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_1fb40ea52920.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_1ec9a244178d,2,cand_83f5fc2cbcf0,4,shell_counterprobe,0.803819,0.433934,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_83f5fc2cbcf0.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_3384a3567f2e,3,cand_a0f791d60859,0,incumbent,0.803819,0.433934,0.0,True,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_83f5fc2cbcf0.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_3384a3567f2e,3,cand_782a0f33d670,1,shell_probe,0.7979,0.294609,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_782a0f33d670.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_3384a3567f2e,3,cand_2d70419dff90,2,shell_counterprobe,0.794335,0.402483,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_2d70419dff90.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_3384a3567f2e,3,cand_bdbe0d1026f5,3,shell_probe,0.773585,0.132418,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_bdbe0d1026f5.png
token_factorized,Token-factorized offset,token_factorized,mountain_lake,Mountain lake landscape,ses_1578e7746445,rnd_3384a3567f2e,3,cand_414a54b05265,4,shell_counterprobe,0.827124,0.364707,0.0,False,paper\results\steering_mode_comparison_smoke\runs\token_factorized\mountain_lake\runtime\artifacts\cand_414a54b05265.png
