slice_id,policy_id,policy_label,oracle_policy,target_id,target_label,session_id,round_id,round_index,winner_candidate_id,best_clip,best_dinov2,baseline_clip,baseline_dinov2,sampler,updater,feedback_mode
sampler_slice,line_search,Line search,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_dcf7f0f23060,rnd_33b92b0ecd7b,3,cand_587e5123f30b,0.867266,0.498609,0.863364,0.498609,line_search,softmax_preference,scalar_rating
sampler_slice,line_search,Line search,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_dcf7f0f23060,rnd_57b9679d1670,4,cand_dd2421ec4103,0.867266,0.498609,0.863364,0.498609,line_search,softmax_preference,scalar_rating
sampler_slice,line_search,Line search,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_dcf7f0f23060,rnd_8dbce2217d5d,5,cand_ca2791b97585,0.867266,0.498609,0.863364,0.498609,line_search,softmax_preference,scalar_rating
sampler_slice,annealed_shell,Annealed shell,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f965f5b1dd16,rnd_60175285c625,1,cand_063054335127,0.847139,0.602352,0.835482,0.371025,annealed_shell,softmax_preference,scalar_rating
sampler_slice,annealed_shell,Annealed shell,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f965f5b1dd16,rnd_d8e04c108622,2,cand_5d19ae16f08d,0.868388,0.602352,0.835482,0.371025,annealed_shell,softmax_preference,scalar_rating
sampler_slice,annealed_shell,Annealed shell,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f965f5b1dd16,rnd_db6f877f2840,3,cand_692bdad074f2,0.868388,0.602352,0.835482,0.371025,annealed_shell,softmax_preference,scalar_rating
sampler_slice,annealed_shell,Annealed shell,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f965f5b1dd16,rnd_0fdc1ab7dacf,4,cand_43266663a491,0.868388,0.602352,0.835482,0.371025,annealed_shell,softmax_preference,scalar_rating
sampler_slice,annealed_shell,Annealed shell,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_f965f5b1dd16,rnd_738bb3043e19,5,cand_e5ddfb7e8699,0.868388,0.602352,0.835482,0.371025,annealed_shell,softmax_preference,scalar_rating
sampler_slice,spherical_cover,Spherical cover,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_90253ad17531,rnd_6ba776d996bf,1,cand_35aee79eb5aa,0.828651,0.333495,0.824693,0.38535,spherical_cover,softmax_preference,scalar_rating
sampler_slice,spherical_cover,Spherical cover,clip_only,cat_portrait_bw,Black-and-white cat portrait,ses_90253ad17531,rnd_5bfd4b23f681,2,cand_e2c6dc7efbdb,0.850445,0.36018,0.824693,0.38535,spherical_cover,softmax_preference,scalar_rating
