cell_id,prompt_id,prompt_label,baseline_id,baseline_label,run_count,completed_run_count,round_count,feedback_event_count,candidate_count,selected_candidate_count,failing_candidate_count,mean_rounds_per_run,std_rounds_per_run,mean_feedback_events_per_run,std_feedback_events_per_run,mean_candidates_per_run,std_candidates_per_run,mean_candidates_per_round,std_candidates_per_round,selected_candidates_per_run,selected_candidate_rate_per_candidate,failing_candidates_per_run,failing_candidate_rate_per_candidate,selection_rate_is_meaningful
landscape_environment__seed_fixed_per_candidate,landscape_environment,Landscape / environment,seed_fixed_per_candidate,Seed policy: fixed per candidate,3,3,6,3,30,3,0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,1.0,0.1,0.0,0.0,True
landscape_environment__seed_fixed_per_round,landscape_environment,Landscape / environment,seed_fixed_per_round,Seed policy: fixed per round,3,3,6,3,30,3,0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,1.0,0.1,0.0,0.0,True
portrait_character__seed_fixed_per_candidate,portrait_character,Portrait / character,seed_fixed_per_candidate,Seed policy: fixed per candidate,3,3,6,3,30,3,7,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,1.0,0.1,2.333,0.233,True
portrait_character__seed_fixed_per_round,portrait_character,Portrait / character,seed_fixed_per_round,Seed policy: fixed per round,3,3,6,3,30,3,13,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,1.0,0.1,4.333,0.433,True
product_hero_shot__seed_fixed_per_candidate,product_hero_shot,Product hero shot,seed_fixed_per_candidate,Seed policy: fixed per candidate,3,3,6,3,30,3,0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,1.0,0.1,0.0,0.0,True
product_hero_shot__seed_fixed_per_round,product_hero_shot,Product hero shot,seed_fixed_per_round,Seed policy: fixed per round,3,3,6,3,30,3,0,2.0,0.0,1.0,0.0,10.0,0.0,5.0,0.0,1.0,0.1,0.0,0.0,True
