policy_id,policy_label,oracle_policy,target_id,target_label,session_id,round_id,round_index,winner_candidate_id,winner_sampler_role,candidate_count,best_clip,baseline_clip,best_dinov2,baseline_dinov2,winner_oracle_score,winner_carried_forward
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,cat_portrait_bw,Black-and-white cat portrait,ses_415d2d131b92,rnd_fc8803c9396f,1,cand_e9e0bd7e1c2a,bridge_forward,5,0.843173,0.835163,0.15812,0.15812,0.843173,False
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,cat_portrait_bw,Black-and-white cat portrait,ses_415d2d131b92,rnd_514253f19e03,2,cand_02203b871ad9,bridge_forward,5,0.904049,0.835163,0.487928,0.15812,0.969449,False
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,cat_portrait_bw,Black-and-white cat portrait,ses_415d2d131b92,rnd_f88717898e40,3,cand_e6857c962388,incumbent,5,0.904049,0.835163,0.342403,0.15812,0.85,True
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,cat_portrait_bw,Black-and-white cat portrait,ses_415d2d131b92,rnd_2e71408c0396,4,cand_3612567e7b5b,incumbent,5,0.904049,0.835163,0.738594,0.15812,0.85,True
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,cat_portrait_bw,Black-and-white cat portrait,ses_415d2d131b92,rnd_aa318a2c35d3,5,cand_e7c3a26a4ad4,incumbent,5,0.904049,0.835163,0.346954,0.15812,0.85,True
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,cat_portrait_bw,Black-and-white cat portrait,ses_415d2d131b92,rnd_5ddc1c188cbf,6,cand_a73043f2254d,incumbent,5,0.904049,0.835163,0.246429,0.15812,0.85,True
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,red_bicycle,Red bicycle street photo,ses_1e6a2ca6cbb0,rnd_b450f9050de4,1,cand_91594dbb5842,partial_restart,5,0.914415,0.851464,0.71781,0.561686,0.914415,False
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,red_bicycle,Red bicycle street photo,ses_1e6a2ca6cbb0,rnd_68a4991e18b3,2,cand_8f13803a973d,incumbent,5,0.914415,0.851464,0.704321,0.561686,0.85,True
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,red_bicycle,Red bicycle street photo,ses_1e6a2ca6cbb0,rnd_3afb7aa4a938,3,cand_c651acf2375b,incumbent,5,0.914415,0.851464,0.699461,0.561686,0.85,True
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,red_bicycle,Red bicycle street photo,ses_1e6a2ca6cbb0,rnd_c16d63ec67b8,4,cand_6bf60793b7f0,incumbent,5,0.914415,0.851464,0.719568,0.561686,0.85,True
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,red_bicycle,Red bicycle street photo,ses_1e6a2ca6cbb0,rnd_112fc842eedd,5,cand_5f95dcb418fb,incumbent,5,0.914415,0.851464,0.707409,0.561686,0.85,True
restart_advantage,Restart advantage mix,clip_advantage_novelty_mix,red_bicycle,Red bicycle street photo,ses_1e6a2ca6cbb0,rnd_a70f003af522,6,cand_50b53cbea1c7,bridge_refine,5,0.931094,0.851464,0.697213,0.561686,0.89043,False
