target_id,target_label,repeat_index,target_path,target_attribution,session_id,experiment_id,trace_report,runtime_root,max_rounds,baseline_clip,first_round_best_clip,final_best_clip,delta_clip,baseline_dinov2,first_round_best_dinov2,final_best_dinov2,delta_dinov2
mountain_lake,Mountain lake landscape,0,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\Mountain%20lake.jpg,"Wikimedia Commons, source page File:Mountain lake.jpg",ses_9755d54e542d,exp_c61263942636,runs\mountain_lake\repeat_1\trace_report.html,runs\mountain_lake\repeat_1\runtime,10,0.792882,0.801774,0.84449,0.051608,0.454005,0.454005,0.527507,0.073502
mountain_lake,Mountain lake landscape,1,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\Mountain%20lake.jpg,"Wikimedia Commons, source page File:Mountain lake.jpg",ses_2b9678a52b9d,exp_c32071522035,runs\mountain_lake\repeat_2\trace_report.html,runs\mountain_lake\repeat_2\runtime,10,0.773046,0.84896,0.84896,0.075914,0.389733,0.55847,0.55847,0.168737
mountain_lake,Mountain lake landscape,2,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\Mountain%20lake.jpg,"Wikimedia Commons, source page File:Mountain lake.jpg",ses_c8bea4b3a953,exp_e85960f3a212,runs\mountain_lake\repeat_3\trace_report.html,runs\mountain_lake\repeat_3\runtime,10,0.822557,0.822557,0.838184,0.015627,0.445181,0.445181,0.429201,-0.01598
cat_portrait_bw,Black-and-white cat portrait,0,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\Cat_portrait_B%26W.JPG,"Wikimedia Commons, source page File:Cat portrait B&W.JPG",ses_aa6ae0eaf0c1,exp_e36b986a4f15,runs\cat_portrait_bw\repeat_1\trace_report.html,runs\cat_portrait_bw\repeat_1\runtime,10,0.812981,0.89339,0.89339,0.080409,0.119447,0.591128,0.591128,0.471681
cat_portrait_bw,Black-and-white cat portrait,1,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\Cat_portrait_B%26W.JPG,"Wikimedia Commons, source page File:Cat portrait B&W.JPG",ses_10b30a633040,exp_d1876b91cb80,runs\cat_portrait_bw\repeat_2\trace_report.html,runs\cat_portrait_bw\repeat_2\runtime,10,0.787968,0.855865,0.865068,0.0771,0.610965,0.610965,0.591989,-0.018976
cat_portrait_bw,Black-and-white cat portrait,2,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\Cat_portrait_B%26W.JPG,"Wikimedia Commons, source page File:Cat portrait B&W.JPG",ses_8cc9589a9ab4,exp_d1ee668ab661,runs\cat_portrait_bw\repeat_3\trace_report.html,runs\cat_portrait_bw\repeat_3\runtime,10,0.833873,0.868475,0.891765,0.057892,0.159192,0.43728,0.510623,0.351431
red_bicycle,Red bicycle street photo,0,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,"Wikimedia Commons, source page File:The Red Bicycle. (15655615295).jpg",ses_a055a24121de,exp_d1123a124311,runs\red_bicycle\repeat_1\trace_report.html,runs\red_bicycle\repeat_1\runtime,10,0.81289,0.893602,0.918441,0.105551,0.498499,0.710954,0.738044,0.239545
red_bicycle,Red bicycle street photo,1,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,"Wikimedia Commons, source page File:The Red Bicycle. (15655615295).jpg",ses_ceb0995ec2da,exp_58b846751bb0,runs\red_bicycle\repeat_2\trace_report.html,runs\red_bicycle\repeat_2\runtime,10,0.918755,0.918755,0.926019,0.007264,0.731042,0.731042,0.731744,0.000702
red_bicycle,Red bicycle street photo,2,E:\Projects\StableSteering\paper\results\oracle_multimetric_repeated\targets\The%20Red%20Bicycle.%20%2815655615295%29.jpg,"Wikimedia Commons, source page File:The Red Bicycle. (15655615295).jpg",ses_0c25a64301a7,exp_dc72efdf353a,runs\red_bicycle\repeat_3\trace_report.html,runs\red_bicycle\repeat_3\runtime,10,0.893956,0.893956,0.90352,0.009564,0.663392,0.663392,0.674545,0.011153
