slice_id,policy_id,policy_label,target_id,target_label,session_id,round_id,round_index,winner_candidate_id,best_candidate_score,best_seen_score,baseline_score,feedback_mode,sampler,updater
sampler_slice,random_local,Random local,red_bicycle,Red bicycle street photo,ses_f5274029630c,rnd_39412413618d,1,cand_ad9a930501a2,0.891235,0.891235,0.891235,winner_only,random_local,linear_preference
sampler_slice,random_local,Random local,red_bicycle,Red bicycle street photo,ses_f5274029630c,rnd_b112784437ea,2,cand_9465977f6388,0.891235,0.891235,0.891235,winner_only,random_local,linear_preference
sampler_slice,random_local,Random local,red_bicycle,Red bicycle street photo,ses_f5274029630c,rnd_af964af1214f,3,cand_ed439a470887,0.904959,0.904959,0.891235,winner_only,random_local,linear_preference
sampler_slice,random_local,Random local,red_bicycle,Red bicycle street photo,ses_f5274029630c,rnd_b35895cc07c2,4,cand_1af32e3b92c6,0.904959,0.904959,0.891235,winner_only,random_local,linear_preference
sampler_slice,random_local,Random local,red_bicycle,Red bicycle street photo,ses_f5274029630c,rnd_89a7ece308bd,5,cand_673a2d4226eb,0.904959,0.904959,0.891235,winner_only,random_local,linear_preference
sampler_slice,exploit_orthogonal,Exploit orthogonal,red_bicycle,Red bicycle street photo,ses_19538703146f,rnd_e2c3a3bfdf49,1,cand_75574d0ccd3d,0.840345,0.840345,0.840345,winner_only,exploit_orthogonal,linear_preference
sampler_slice,exploit_orthogonal,Exploit orthogonal,red_bicycle,Red bicycle street photo,ses_19538703146f,rnd_a36cb54bed2a,2,cand_82e9cdaa88fa,0.842303,0.842303,0.840345,winner_only,exploit_orthogonal,linear_preference
sampler_slice,exploit_orthogonal,Exploit orthogonal,red_bicycle,Red bicycle street photo,ses_19538703146f,rnd_0d901244fabf,3,cand_a1ca15ae241d,0.86982,0.86982,0.840345,winner_only,exploit_orthogonal,linear_preference
sampler_slice,exploit_orthogonal,Exploit orthogonal,red_bicycle,Red bicycle street photo,ses_19538703146f,rnd_486174b5430d,4,cand_78f807e984dd,0.890411,0.890411,0.840345,winner_only,exploit_orthogonal,linear_preference
sampler_slice,exploit_orthogonal,Exploit orthogonal,red_bicycle,Red bicycle street photo,ses_19538703146f,rnd_01eba9edcd6c,5,cand_824f4ebba572,0.906049,0.906049,0.840345,winner_only,exploit_orthogonal,linear_preference
sampler_slice,diversity_shell,Diversity shell,red_bicycle,Red bicycle street photo,ses_f5d7d0f06dbd,rnd_82e19de815a1,1,cand_2eab526ff002,0.903964,0.903964,0.868219,winner_only,diversity_shell,linear_preference
sampler_slice,diversity_shell,Diversity shell,red_bicycle,Red bicycle street photo,ses_f5d7d0f06dbd,rnd_8ac96b41685f,2,cand_185fedd7eebf,0.903964,0.903964,0.868219,winner_only,diversity_shell,linear_preference
sampler_slice,diversity_shell,Diversity shell,red_bicycle,Red bicycle street photo,ses_f5d7d0f06dbd,rnd_7abf7e1d9813,3,cand_8e30ef9d9d9d,0.905322,0.905322,0.868219,winner_only,diversity_shell,linear_preference
sampler_slice,diversity_shell,Diversity shell,red_bicycle,Red bicycle street photo,ses_f5d7d0f06dbd,rnd_6632a68066f8,4,cand_9e1c07ecf55a,0.905322,0.905322,0.868219,winner_only,diversity_shell,linear_preference
